intent_name,examples,label
confirmar_requerir_mas_ayuda,hay otra constula que tengo,3
constancia_de_estudios__formato_solicitud,donde un encontra un modelo o formato para la solicitud de constancia de estudios,41
perdida_turno_matricula,acabo de perder mi turno de matricula como me matriculo ahora,16
perdida_turno_matricula,"Hola, he tenido problemas de conexion y no llegue a matricularme que debo hacer",16
constancia_matricula__pago,cuanto cuesta la constancia de matricula?,37
retiro_total__procedimiento,¿Cuáles son los pasos para solicitar el retiro total?,28
pago_autoseguro__fechas,"Buenos dias, que pasa si no pago a tiempo el autoseguro",14
horario_atencion_aera,que dias atiende estadistica?,43
constancia_matricula__formato_solicitud,"una consulta, hay algun modelo para la solicitud de constancia de matricula",38
retiro_total__requisitos_documentos_justificacion,el retiro total debe ser justificado con documentos?,25
carnet_universitario__solicitud,donde pago para mi carnet universitario,11
retiro_parcial__fechas,"Hola, he querido retirarme de un curso pero me parece que un no esta habilitado cuando se habilitara el retiro parcial?",20
matricula_procedimiento,debo hacer alguna tramite para poder habilitar mi matricula?,8
matricula_rezagada__procedimiento,"Buenas, quiero saber como tramitar mi matricula rezagada",17
matricula__cronograma,cuando se realizar la matricula el proximo ciclo,12
reincorporacion__fechas,tengo una consulta desde que fecha ya puedo iniciar el tramite para mi reicorporacion en el siguiente ciclo,33
constancia_de_estudios__procedimiento,"Buenos dias, una duda como puedo tramitar una constancia de estudios",42
cursos_horarios,cuando salen los horarios de los cursos?,19
matricula_procedimiento,hay algo que debo pagar para la matricula,8
reserva_matricula__procedimiento,mi consulta es como realizar la reserva de mi matricula,29
formato_solicitud,porfavor enviame tambien el modelo para la solicitud,4
retiro_parcial__procedimiento,cual es el procedimiento para realizar un retiro de un curso?,21
cambio_seccion,¿Cuál es procedimiento para hacer un cambio de sección?,18
reincorporacion__procedimiento,"Buenas tardes Aerito, el ciclo pasado no puede matricularme quisiera saber si aún puedo realizar el trámte de reincorporación.",32
procedimiento_tramites_fechas,cuando se habilita para realizar el tramite,5
matricula__cronograma,cual es la fecha de la matricula del siguiente ciclo?,12
denegar_mas_ayuda,eso fue todo gracias,2
reincorporacion__formato_solicitud,no quiero saber cual es el formato para las solicitud de reincorporacion,35
cambio_seccion,"tengo problemas con mi horario actual del curso de Fisica I en la seccion B, quiero hacer el cambio a la seccion A",18
cursos_horarios,el curso de programacion orientada a objetos se dicta el lunes?,19
matricula__horarios,me podria decir como saber mi horario de matricula.,13
reincorporacion__costo,¿Cuánto se pago por reincorporación?,34
constancia_matricula__solicitud_procedimiento,una duda a quien puedo solicitar una constancia de matricula,36
perdida_turno_matricula,el sistema no me deja matricularme y ya paso mi turno que debo hacer,16
procedimiento_tramites_fechas,hay alguna fecha limite para enviar esa solicitud,5
reserva_matricula__formato_solicitud,¿Cuál es el modelo de solicitud para la reserva de matricula?,31
cursos_horarios,quiero saber el horario del curso de algebra lineal para fisicos,19
constancia_matricula__solicitud_procedimiento,cual es el procedemiento para tramitar una constancia de matricula,36
reincorporacion__costo,cuanto es el costo por el tramite de reincoporacion?,34
matricula__horarios,quiero saber mi turno para la matricula?,13
reincorporacion__fechas,en que fecha puedo tramitar mi reincorporacion?,33
constancia_matricula__pago,cuanto es el costo del tramite de matricula?,37
procedimiento_tramites_fechas,todavia puedo realizar este tramite,5
constancia_de_estudios__procedimiento,la constnacia de estudios la solicito a la oficina de estadisticas?,42
pago_autoseguro__fechas,Todavía puedo pagar el autoseguro para matricularme,14
reserva_matricula__procedimiento,"Le escribo porque necesito información, el semestre que viene estaré haciendo un intercambio estudiantil por lo que quisiera saber si necesito hacer algo en la ORCE ya que este semestre no podré matricularé en la UNI. Mi escuela ya sabe que haré intercambio y ya les envié el sílabo de los cursos pero aún no tengo respuesta.",29
carnet_universitario__solicitud,en donde pago para tramitar mi carnet de universidad,11
costo_tramite,tiene algun costo?,6
retiro_parcial__procedimiento,"HOla amigo, puede decirme como realizar un retiro parcial ?",21
solicitud_correo_institucional_procedimiento,como solicito mi correo institucional,44
formato_solicitud,necesito un modelo para la solicitud que debo enviar a mesa de partes,4
retiro_total__formato_solicitud,¿Cuál es el modelo para la solicitud de retiro total?,27
pago_autoseguro__fechas,cuando se paga el autoseguro,14
reincorporacion__costo,una consulta se debe pagar algo para el tramite de reincoporacion ?,34
retiro_parcial__unico_curso,en el caso de solo llevar un curso y quiero retirarme seria retiro total o parcial?,22
matricula__horarios,una consulta como puedo saber a que hora me toca mi matricula?,13
retiro_total__motivos_procede,¿Cuáles son los motivos para acceder al retiro total?,26
pago_autoseguro__fechas,creo que no pague a tiempo el autoseguro que debo hacer?,14
retiro_parcial__procedimiento,¿Dónde encuentro un modelo de solicitud para el retiro parcial?,21
reserva_matricula__formato_solicitud,si hay algun formato o modelo para la solicitud de reserva de matricula,31
despedida,"ok, adios",0
constancia_matricula__pago,cuanto tengo que pagar para una constancia de matricula?,37
matricula_rezagada__procedimiento,como procedo con la matricula rezagada,17
costo_tramite,el tramite no tiene costo ?,6
retiro_total__motivos_procede,cual seria un motivo para hacer un retiro total,26
matricula__procedimiento_alumno_ingresante,soy ingresante pero todavia no me han dicho como matricularme que debo hacer,10
pago_autoseguro__fechas,me confundi en las fechas de matricula y recien acado pagar el autoseguro faltando un dia para la matricula. Entonces voy a rezagado?,14
reserva_matricula__formato_solicitud,si tambien puedes decirme si hay algun formato para la solicitud de reserva de matricula ?,31
retiro_parcial__fechas,cuando es el retiro parcial,20
formato_solicitud,hay algun formato o modelo,4
constancia_de_notas__formato_solicitud,existe algun modelo o formato para esta solicitud de constancia de notas,40
denegar_mas_ayuda,nada mas,2
matricula__cronograma,"Buenos días, deseo que saber cuando comienza la matrícula",12
retiro_total__requisitos_documentos_justificacion,se tiene que justificar el retiro total?,25
cambio_seccion,quiero cambiarme de seccion el curso de quimica general se me hace imposible venir a esa hora,18
matricula__cronograma,una consulta ya se publico el cronograma de la matricula?,12
pago_autoseguro__fechas,dime cuando pagar el autoseguro,14
costo_tramite,es gratis o tiene algun costo este tramite?,6
perdida_turno_matricula,"tuve problemas de conexión y no pude entrar en mi horario de matrícula, que puedo hacer",16
retiro_parcial__procedimiento,"BUENAS TARDES, ¿Cómo se tramita el retiro parcial?",21
matricula__horarios,si tambien quiero saber mi horario de matricula,13
retiro_total__formato_solicitud,en que parte puedo encontra el modelo para la solicitud retiro total,27
retiro_total__procedimiento,¿Cómo hago el retiro total de mis cursos?,28
retiro_parcial__procedimiento,"Hola, estoy matriculado en 3 cursos y quiero salirme de uno",21
horario_atencion_aera,que dias esta atendiendo la oficina de estadistica?,43
retiro_parcial__unico_curso,me he matriculado solo a un curso por que no tenia mas creditos que llavar pero quiero retirma sim embargo el sistema no me esta dejando,22
matricula__cronograma,aun no se publican la fechas de la matricula?,12
despedida,nos vemos aerito,0
perdida_turno_matricula,como puedo realizar mi matricula si ya perdi mi turno?,16
despedida,bye,0
matricula_procedimiento,ya pague el autoseguro hay algun otro paga por la matricula?,8
matricula_rezagada__procedimiento,no pude matricularme y me han dicho que mi matricula paso a rezagado cuales son los pasos,17
reincorporacion__costo,el tramite de reincorporacion es gratis?,34
retiro_total__fechas,cuando puedo presentar mis documentos para el retiro total,24
retiro_parcial__maximo_cursos,quisiera saber si es factible retirarse de 3 cursos?,23
retiro_parcial__cursos_repetidos,estoy llevando por segunda el curso de algoritmos pero quisiera retirarme por temas de fuerza mayor como lo puedo hacer?,45
reincorporacion__procedimiento,"Buenas noches, el anterior ciclo reserve mi matricula por motivos familiares , este ciclo si quiero matricularme realizo mi matricula como siempre o hay algun tramite que debo hacer ?",32
retiro_total__fechas,Hasta cuando puedo presentar los documentos para el retiro total?,24
retiro_total__motivos_procede,¿Qué motivos justifican el retiro total de cursos?,26
constancia_matricula__solicitud_procedimiento,"Hola, quisiera tramitar mi un constancia de matricula, como puedo pedirla ?",36
retiro_parcial__maximo_cursos,hay una cantidad limite o maximo de cursos de los cuales puedo retirarme?,23
retiro_parcial__fechas,"Buenos dias, cuando puedo realizar el retiro de un curso",20
cursos_horarios,cuando se dicta el curso de Fisica I?,19
pago_autoseguro_procedimiento,"Hola que tal, pude decirme como pagar el autoseguro",15
pago_autoseguro__fechas,"Buenas dias que tal, que pasa si no pago el autoseguro con los 3 dias de anticipación",14
cambio_seccion,me puedes ayudar con un cambio de seccion,18
retiro_parcial__maximo_cursos,puedo retirarme de 2 cursos?,23
formato_solicitud,no se si debo colocar mi dni en la solicitud,4
confirmar_requerir_mas_ayuda,si,3
constancia_matricula__formato_solicitud,cual es el modelo para la solicitud de constancia de matricula?,38
perdida_turno_matricula,"Buenas, perdí mi turno de matricula como procedo ahora",16
retiro_total__procedimiento,¿Puedo realizar el retiro total por correo?,28
constancia_matricula__solicitud_procedimiento,cuales son los paso para tramitar una constancia de matricula,36
matricula_procedimiento,quiero saber si tengo que hacer algun tramite para matricular este ciclo,8
retiro_parcial__cursos_repetidos,estoy intentando retirarme del curso de algebra lineal que estoy llavando por seguna vez pero el sistema no me deja. Como puedo solicar retirarme de este curso?,45
retiro_parcial__procedimiento,deseo realizar el retiro parcial de un curso como procedo,21
carnet_universitario__solicitud,debo pagar algo para obtener el carnet universitario,11
retiro_total__formato_solicitud,existe alguna modelo para la solicitud de retiro total,27
retiro_parcial__cursos_repetidos,"quisiera hacer el retiro de un curso pero lo he desaprobado el ciclo, es posible o no procede?",45
confirmar_requerir_mas_ayuda,Si tengo otra consulta,3
matricula__horarios,"Buenos días, deseo que saber a que hora comienza la matrícula",13
confirmar_requerir_mas_ayuda,si por favor,3
procedimiento_tramites_fechas,hasta cuando puedo enviar la solicitud,5
reincorporacion__procedimiento,como me puedo reincorporar al siguiente ciclo,32
reincorporacion__procedimiento,cual es el procedimiento para solicitar mi reincorporacion este ciclo,32
retiro_parcial__cursos_repetidos,en el sistema no me deja retirarme del curso de calculo integral es la seguna vez que lo llevo . Es por eso?,45
cursos_horarios,"hola aerito, dime los horarios de los cursos ya estan publicados?",19
reserva_matricula__formato_solicitud,en donde puedo encontar un modelo para la solicitud de reserva de matricula?,31
reincorporacion__costo,cuanto seria el pago por el tramite de reincoporacion ?,34
retiro_parcial__fechas,Me prodrían decir la fecha máxima para hacer el retiro parcial?,20
matricula_procedimiento,cuanto se paga por la matricula,8
cursos_horarios,"Buenas noches, quiero saber el curso de electomagnetismo",19
procedimiento_tramites_fechas,estamos en la sexta semana de clases todavia puedo solicitarlo,5
retiro_total__motivos_procede,voy a realizar un viaje al extranjero por razones de trabajo puedo realizar un retiro total?,26
matricula_procedimiento,debo realizar algun tramite para mi matricula este ciclo?,8
constancia_de_estudios__procedimiento,"hola, como puedo solicitar una constancia de estudios",42
reincorporacion__procedimiento,"Hola, deseo solicitar mi reincorporación este ciclo que viene como puedo solicitarla",32
matricula__horarios,y como puedo saber mi horario de matriculas,13
reincorporacion__procedimiento,"Buenos dias, tengo una duda quiero matricularme este ciclo pero el anterior por motivos de trabajo solicite la reserva de matricula, para realizar mi matricula debo hacer algo adicional ?",32
reincorporacion__procedimiento,"he dejado de estudiar hace año, como podria matricularme en el siguiente ciclo",32
constancia_matricula__formato_solicitud,me puedes facilitar un modelo o formato para la constancia de matricula,38
matricula_procedimiento,cuales son los pasos para matricularme en el siguiente ciclo,8
pago_autoseguro__fechas,y hasta cuando se debe pagar el autoseguro,14
reserva_matricula__formato_solicitud,que informacion debo colocar en la solicitud para la reserva de matricula?,31
pago_autoseguro_procedimiento,"Buenas tardes, como pago el concepto de autoseguro",15
constancia_de_estudios__procedimiento,para pedir una constancia de estudios solo debo enviar una solicitud o mesa de partes?,42
procedimiento_tramites_fechas,todavia puedo presentar mi solicitud,5
reincorporacion__costo,el tramite de reincoporacion tiene alguna costo ?,34
retiro_parcial__procedimiento,"Hola, PODRÍA INDICARME EL PROCEDIMIENTO, PARA REALIZAR EL RETIRO PARCIAL PARA EL PRESENTE CICLO?",21
despedida,"ok, bye",0
constancia_de_notas__procedimiento,¿Como solicitar una constancia de notas?,39
formato_solicitud,porfavor quiero que me envies el modelo para la solicitud,4
retiro_total__procedimiento,Por motivos de trabajo deseo dejar todos los cursos,28
retiro_total__fechas,que dias puedo hacer el retiro total,24
matricula__procedimiento_alumno_ingresante,"soy alumno ingresante, quisiera matricularme pero no entendi que pagos debo hacar me podria indicar que pagos debo hacer?",10
retiro_parcial__fechas,el la segunda semana ya puedo retirarme de un curso?,20
reincorporacion__costo,cuanto pago por la reincoporacion?,34
carnet_universitario__solicitud,donde solicito mi carnet de la universidad,11
cambio_seccion,como hago el cambio de seccion del curso de Fisica II,18
retiro_parcial__maximo_cursos,puedo retirarme de los 4 cursos que estoy llevando?,23
matricula__procedimiento_alumno_ingresante,soy alumno ingresante de fisica me podrias decir cual es el proceso de matricula,10
reincorporacion__fechas,"quisiera reincorporarme este ciclo pero la matricula es en unos dias, puedo reincorporame o ya no es posible?",33
despedida,adiós fue un placer hablar contigo,0
retiro_parcial__cursos_repetidos,es posible retirarme de un curso que estoy llevando por segunda vez?,45
retiro_total__requisitos_documentos_justificacion,si no tengo documentos para justificar el retiro total puedo retirarme?,25
reincorporacion__fechas,hasta que dias puedo enviar mi solicitud de reincorporacion,33
reincorporacion__procedimiento,no pude matricularme el ciclo pasado quisiera que digan como puedo retormar mis estudios este ciclo que viene,32
retiro_parcial__procedimiento,puede decirme como realizar un retiro parcial ?,21
solicitud_correo_institucional_procedimiento,hola como solicito mi correo UNI,44
matricula__procedimiento_alumno_regular,una consulta soy alumno regular de matematicas me indicaron que debo hacer unos pagos e ingresar a una plataforma para hacer mi matricula pero no entendi bien,9
matricula__horarios,"Buenas tardes, como puedo saber la hora de mi matrícula",13
reserva_matricula__procedimiento,no podre matricular el siguiente ciclo que hago para reservar mi matricula,29
matricula__cronograma,quiero saber donde esta el cronograma de matricula,12
pago_fechas,esta semana todavia puedo pagarlo,7
procedimiento_tramites_fechas,esta semana todavia puedo todavia solicitarlo,5
reserva_matricula__procedimiento,"Buenas dias, por temas económicos no creo poder matricularme este ciclo me han dicho que puedo reservar mi matricula para el siguiente ciclo como puedo realizar ese tramite",29
retiro_parcial__cursos_repetidos,quiero saber si puedo solicitar el retiro de un curso que repeti el ciclo pasado?,45
costo_tramite,cual es el precio para este tramite,6
cursos_horarios,Dime el horario de calculo integral,19
horario_atencion_aera,hasta que hora esta abierto la oficina de estadistica?,43
pago_autoseguro__fechas,Que pasa si no pago el autoseguro con dias de anticipacion a la matricula,14
retiro_parcial__maximo_cursos,dime si es posible retirarse de 5 cursos?,23
reincorporacion__procedimiento,Buenas tardes me dirijo a ustedes porque quiero incorporarme en el siguiente ciclo,32
constancia_de_notas__procedimiento,"Buenos dias, una consulta como puedo solicitar una constancia de notas",39
retiro_total__motivos_procede,"por razones de trabajo quiero retirarme este ciclo, esto seria un movito sufiente para el poder solicitarlo?",26
matricula__procedimiento_alumno_ingresante,he ingresado a la carrera de ingenieria fisica quisiera saber cuales son los para paso para la matricula,10
retiro_total__motivos_procede,que motivos son validos para solicitar el retiro total?,26
horario_atencion_aera,cual es el horario de atencion de estadistica?,43
matricula_procedimiento,debo enviar el voucher del autoseguro para la matricula,8
carnet_universitario__solicitud,¿Cómo puedo obtener mi carnet universitario?,11
perdida_turno_matricula,¿Como puedo matricularme si perdí mi turno de matricula?,16
confirmar_requerir_mas_ayuda,si otra consulta,3
constancia_de_estudios__formato_solicitud,existe un modelo o formato para esta solicitud de constancia de estudios,41
pago_autoseguro__fechas,si no lo pago hoy me ire a rezagado?,14
cursos_horarios,puedes decirme donde encontrar el horario de los cursos,19
reincorporacion__costo,cuanto es el costo por la reincoporacion?,34
pago_autoseguro_procedimiento,"Hola Aerito, quiero saber como pagar el autoseguro",15
reserva_matricula__fechas,"este ciclo que esta por comenzar no me voy a matricular, me puedes decir cual es la fecha limite para enviar mi solicitud",30
retiro_parcial__maximo_cursos,puedo retirarme de todos los cursos execpto de uno?,23
carnet_universitario__solicitud,para sacar el carnet universitario debo pagar algo?,11
saludo,buenas tardes,1
pago_fechas,cual es la fecha limite para el pago?,7
constancia_matricula__formato_solicitud,la solicitud de constancia de matricula debe estar dirigida al decano?,38
denegar_mas_ayuda,no ya no tengo mas consultas,2
retiro_parcial__fechas,quiero retirarme algunas asignaturas y quiero saber las fechas,20
procedimiento_tramites_fechas,esta semana puedo enviar la solicitud,5
pago_autoseguro__fechas,no pague a tiempo el autoseguro entonces me voy a rezagado ?,14
constancia_de_notas__formato_solicitud,donde un encontra un modelo o formato para esta solicitud,40
denegar_mas_ayuda,nope,2
despedida,gracias por la ayuda hasta luego,0
retiro_total__procedimiento,El retiro total se hace virtual?,28
retiro_total__formato_solicitud,como debo redactar la solicitud del retiro total?,27
matricula__horarios,ya veo tambien quisiera saber  mi horario de matricula.,13
retiro_parcial__procedimiento,"Que tal una consulta lo que pasa es que por motivos de fuerza mayor quiero dejar de llevar un curso, ¿qué debo hacer?",21
denegar_mas_ayuda,"Por ahora eso es todo, gracias",2
retiro_parcial__unico_curso,como me retiro si solo llevo un curso,22
matricula__cronograma,puedes decirme que dias son la matricula.,12
constancia_de_notas__procedimiento,"deseo solicitar una constancia de notas, cual es el procedimiento?",39
constancia_de_estudios__procedimiento,"Hola que tal, me podria indicar como puedo tramitar una constancia de estudios",42
matricula_procedimiento,como puedo matricularme este ciclo,8
retiro_parcial__procedimiento,como puedo solicitar el retiro parcial,21
retiro_parcial__unico_curso,como me puedo retirar de un curso si es el unico que estoy llevando,22
reserva_matricula__fechas,"quiero hacer la reserva de matricula, hasta que dia puedo enviar la solicitud ?",30
reserva_matricula__formato_solicitud,voy a solicitar mi reserva de matricula pero quiero un modelo para la solicitud que debo enviar,31
constancia_matricula__solicitud_procedimiento,como solicito una constancia de matricula?,36
retiro_parcial__unico_curso,puedo retirarme del curso si solo estoy estoy llevando uno,22
reserva_matricula__formato_solicitud,si porfavor mandame el modelo para la solicitud de reserva de matricula,31
retiro_parcial__maximo_cursos,solo estoy llevando dos asignaturas puedo retirarme de una de ellas?,23
retiro_parcial__fechas,Hasta que fecha podría hacer el retiro parcial?,20
retiro_parcial__maximo_cursos,tengo una de cuantos es permitido retirarse?,23
reincorporacion__costo,Soy alumno de la facultad de ciencias que desea matricularse. Deje de matricularme algunos semestres por la pandemia y deseo retomar los estudios. Me dijeron que debo realizar un pago por el trámite de reincorporación. Me gustaría saber ¿En qué entidad bancaria se realiza este pago? y ¿cuánto es el monto?.,34
reincorporacion__formato_solicitud,como debe ser la solictud de reincorporacion ?,35
confirmar_requerir_mas_ayuda,si algo mas,3
retiro_parcial__maximo_cursos,hasta de cuantos cursos puedo hacer el retiro parcial ?,23
saludo,hola que tal,1
matricula_procedimiento,hay algun pago para la matricula,8
matricula_procedimiento,¿Cuál es proceso de matricula?,8
pago_autoseguro__fechas,"Oye, no se si voy a poder pagar el autoseguro hoy y creo que es el ultimo dia que pasa si no lo pago a tiempo",14
reincorporacion__formato_solicitud,una duda porfavor la solicitud de reincorporacion tiene algun modelo ?,35
retiro_total__requisitos_documentos_justificacion,no tengo ningun documento que validar mi retiro total que puedo hacer?,25
pago_autoseguro_procedimiento,"Buenas, como pago lo del autoseguro",15
pago_autoseguro_procedimiento,para pagar el autoseguro debo emitir orden de pago ?,15
constancia_de_estudios__formato_solicitud,que informacion debe ir la solcitud de constancia de estudios?,41
cursos_horarios,donde publicaran los horarios de los curso para este ciclo,19
constancia_matricula__solicitud_procedimiento,deseo tramitar una constancia de matricula de este ciclo,36
reincorporacion__costo,"quiero reincorporame este ciclo, el tramite es gratis ?",34
cambio_seccion,dime cual el procedimiento para hacer un cambio de seccion de un curso,18
reincorporacion__fechas,disculpa un consulta se me ha pasado la fecha de reincorporacion pero quiero matricuarme este ciclo que debo hacer,33
retiro_parcial__maximo_cursos,el posible retirarme de 3 asignaturas distintas,23
solicitud_correo_institucional_procedimiento,quisiera tramitar mi correo institucional,44
retiro_total__procedimiento,"Hola, deseo saber qué trámite seguir para el retiro total",28
pago_autoseguro__fechas,"Hola, recien pague autoseguro y me toca mi matrícula mañana, sería rezagado?",14
retiro_parcial__unico_curso,si estoy llevando solo un curso como puedo retirarme de ese curso,22
horario_atencion_aera,a que hora hay atencion en la oficina de estadística,43
retiro_total__requisitos_documentos_justificacion,quiero retirarme de este ciclo es necesario enviar documentacion que justifique mis razones?,25
pago_autoseguro__fechas,entonces si no pago a tiempo el autoseguro me ire a rezagado,14
cambio_seccion,"Hola, dime como realizo el cambio de seccion de un curso",18
matricula_procedimiento,que pagos debo hacer para la matrícula,8
matricula__procedimiento_alumno_ingresante,soy ingresante de ciencias de la computación cual es el proceso de matricula,10
denegar_mas_ayuda,"No, eso seria todo gracias",2
pago_autoseguro_procedimiento,"Hola, como puedo realizar el pago del autoseguro",15
reincorporacion__procedimiento,"Hola, como solicito mi reincorporacion para este ciclo",32
saludo,buenos dias,1
retiro_parcial__maximo_cursos,Es posible retirarme de 2 cursos si estoy llevando 3?,23
reincorporacion__fechas,"una consulta, es que fechas deberia solicitar mi reincorparacion",33
retiro_total__requisitos_documentos_justificacion,solo debo enviar la solicitud de retiro total o tambien algun documento que justifique mi retiro?,25
reincorporacion__fechas,tengo una duda quiero reincorpararme el siguiente ciclo pero no se en que fechas debo comenzar el tramite,33
procedimiento_tramites_fechas,ya va a terminar el ciclo esta semana todavia puedo pedirlo,5
retiro_parcial__unico_curso,actualmente solo me han dejado llevar un curso pero quiero retirarme por motivos de fuerza mayor,22
carnet_universitario__solicitud,me avisaran para el recojo del carnet de universidad?,11
horario_atencion_aera,desde que hora esta abierto la oficina de estadistica?,43
cambio_seccion,"Hola, deseo realizar un cambio de sección como se realiza",18
despedida,ya me tengo que ir gracias por la ayuda,0
matricula_rezagada__procedimiento,"Hola, no pude matricularme y me dicen que pase a matricula rezagada que debo de hacer",17
